age,diet,height,location,date,Class
38,anything,74,berkeley,2012-07-01,other
44,anything,67,oakland,2012-06-30,other
41,mostly anything,66,san francisco,2012-06-11,stem
36,,68,san mateo,2012-06-29,other
65,,67,san francisco,2012-03-08,other
23,mostly vegan,67,oakland,2012-06-29,other
25,mostly anything,70,oakland,2012-06-30,stem
26,,67,el sobrante,2012-06-30,other
27,,70,san francisco,2012-07-01,other
28,,70,lafayette,2012-06-29,other
25,mostly anything,65,novato,2012-06-22,other
55,anything,69,san mateo,2012-06-15,other
41,mostly anything,67,san francisco,2012-06-25,stem
20,,84,san francisco,2012-06-22,other
28,,74,san francisco,2012-04-18,other
33,mostly anything,69,san francisco,2011-10-27,stem
23,,66,hayward,2012-06-15,other
33,anything,67,san francisco,2012-06-22,other
31,,73,oakland,2012-06-30,other
24,,70,palo alto,2011-12-22,stem
26,mostly anything,75,berkeley,2012-03-13,other
29,,63,oakland,2012-06-21,other
22,strictly vegetarian,75,san mateo,2012-05-29,other
32,mostly anything,69,san francisco,2012-02-19,other
47,,67,walnut creek,2011-10-21,other
23,mostly anything,69,millbrae,2012-07-01,other
50,,69,san francisco,2012-06-30,other
50,anything,65,walnut creek,2012-06-30,other
60,mostly anything,74,el sobrante,2012-07-01,other
26,,64,san mateo,2012-06-27,other
23,,65,san leandro,2012-06-30,stem
39,,70,san francisco,2012-06-29,other
47,mostly anything,71,castro valley,2012-06-30,stem
37,mostly anything,68,walnut creek,2012-06-30,stem
28,,68,san francisco,2012-06-27,other
28,mostly anything,70,san francisco,2012-06-27,other
32,vegetarian,67,berkeley,2012-06-25,other
27,strictly anything,66,san francisco,2012-06-30,other
25,,64,san francisco,2012-06-30,other
36,mostly anything,69,oakland,2012-06-30,stem
29,,70,san francisco,2012-02-27,other
39,strictly other,66,benicia,2012-06-30,other
38,mostly other,63,oakland,2012-06-28,other
49,mostly anything,74,menlo park,2012-06-30,other
45,anything,74,san francisco,2011-09-06,stem
35,,65,san francisco,2012-04-22,other
24,mostly halal,71,san francisco,2012-06-27,other
37,,68,san francisco,2012-06-28,other
54,,69,san francisco,2012-06-30,other
56,anything,63,castro valley,2012-06-27,other
22,,70,novato,2012-07-01,other
44,,68,richmond,2012-06-28,other
34,,68,burlingame,2012-07-01,other
45,mostly anything,67,san francisco,2012-06-30,other
25,,65,san francisco,2012-06-20,other
57,mostly vegetarian,71,san francisco,2012-06-09,other
28,mostly anything,71,san francisco,2012-06-30,other
31,mostly anything,66,oakland,2012-06-30,other
51,,66,san francisco,2012-06-14,other
34,strictly anything,63,san francisco,2012-06-01,other
51,mostly other,71,redwood city,2012-06-30,other
50,anything,66,san francisco,2012-06-28,other
46,anything,74,san rafael,2012-06-30,other
25,,62,atherton,2012-06-28,stem
53,mostly anything,66,san francisco,2012-06-29,other
31,,71,palo alto,2012-07-01,stem
27,,66,san francisco,2012-06-30,other
22,mostly anything,58,san leandro,2012-06-21,other
56,,61,mill valley,2012-06-04,other
28,anything,71,san francisco,2012-06-30,other
22,mostly anything,68,belmont,2012-06-30,other
25,mostly anything,70,oakland,2012-06-29,other
49,mostly anything,68,san francisco,2012-06-30,other
25,anything,63,rodeo,2012-06-19,other
30,,65,san francisco,2012-06-18,other
31,mostly anything,71,san francisco,2012-06-04,other
43,anything,63,san francisco,2012-06-26,other
23,anything,63,san francisco,2012-06-02,other
27,,70,san francisco,2011-11-02,other
33,strictly vegetarian,62,san francisco,2011-12-25,other
26,strictly anything,66,berkeley,2012-06-29,other
31,strictly anything,75,san francisco,2012-07-01,other
39,,73,san francisco,2012-06-29,other
32,mostly anything,71,san francisco,2012-06-29,other
48,mostly anything,68,walnut creek,2012-06-26,other
25,,72,castro valley,2012-02-14,other
26,anything,67,san francisco,2012-01-28,stem
21,anything,64,san francisco,2012-06-28,other
32,,73,castro valley,2012-06-30,other
34,,69,oakland,2012-06-20,other
24,,63,san francisco,2012-06-30,other
34,vegetarian,62,sausalito,2012-06-29,other
28,mostly vegetarian,61,san francisco,2012-03-22,other
30,mostly anything,63,berkeley,2012-06-30,other
23,,64,oakland,2012-06-28,other
36,,72,san francisco,2012-03-03,stem
30,mostly anything,74,berkeley,2012-06-15,stem
25,anything,68,martinez,2012-06-17,other
31,mostly anything,73,oakland,2012-06-29,other
19,,71,san francisco,2012-06-30,other
35,,68,oakland,2012-06-30,other
23,mostly vegetarian,67,oakland,2012-06-20,other
36,anything,69,san francisco,2012-06-25,stem
23,,67,san mateo,2012-06-20,other
29,,69,millbrae,2012-06-13,other
32,strictly vegetarian,70,san francisco,2012-05-20,other
39,mostly anything,74,san francisco,2012-06-30,stem
52,,69,oakland,2012-06-29,stem
26,mostly anything,67,daly city,2012-06-20,other
35,vegetarian,65,berkeley,2012-06-23,other
31,strictly anything,74,san francisco,2012-06-29,other
35,,68,san francisco,2012-04-23,stem
30,,73,san francisco,2012-04-26,other
28,mostly anything,76,san francisco,2012-06-30,stem
27,strictly anything,66,oakland,2012-06-21,other
35,mostly anything,68,redwood city,2011-07-29,other
34,,69,oakland,2012-01-25,stem
31,anything,67,san francisco,2011-09-24,other
26,,70,san francisco,2012-03-14,other
33,strictly anything,69,walnut creek,2012-06-30,other
26,mostly vegetarian,61,berkeley,2011-10-09,other
33,mostly anything,68,emeryville,2012-06-22,other
24,,68,san bruno,2012-06-30,stem
27,,62,berkeley,2012-05-20,other
28,strictly anything,71,san francisco,2012-06-08,stem
32,strictly other,62,oakland,2012-06-28,other
24,strictly anything,74,redwood city,2012-01-25,other
28,mostly anything,65,san francisco,2012-06-10,other
24,strictly anything,62,san francisco,2012-06-26,other
28,mostly anything,72,palo alto,2012-07-01,other
23,halal,72,san francisco,2011-12-02,other
24,strictly anything,66,berkeley,2012-06-30,other
28,mostly anything,70,san francisco,2012-06-27,other
33,strictly vegetarian,72,san francisco,2012-06-24,stem
27,strictly anything,72,oakland,2012-06-30,other
23,anything,66,san francisco,2012-06-29,stem
32,strictly vegetarian,75,san francisco,2012-06-26,other
40,,64,oakland,2011-12-01,other
52,mostly vegetarian,62,san francisco,2012-06-11,other
44,,66,san francisco,2012-06-29,other
33,mostly anything,66,san francisco,2012-02-21,other
32,,65,san francisco,2011-10-05,other
23,,67,san francisco,2012-06-23,other
22,anything,67,berkeley,2012-06-27,stem
18,strictly other,70,hayward,2012-06-28,other
29,strictly anything,67,san francisco,2012-06-27,stem
23,strictly anything,75,san francisco,2012-06-30,other
27,vegetarian,70,san francisco,2012-06-26,other
27,anything,62,san francisco,2012-06-30,other
27,,65,berkeley,2012-06-30,other
30,anything,67,san francisco,2012-06-26,other
34,strictly vegetarian,68,san francisco,2012-06-28,stem
32,,67,san francisco,2012-06-05,other
25,mostly anything,60,oakland,2012-04-30,other
57,,68,san francisco,2012-02-29,other
34,,62,oakland,2012-03-10,other
22,strictly anything,64,san francisco,2012-03-12,other
22,mostly kosher,64,hayward,2012-06-07,other
35,mostly anything,65,alameda,2012-06-28,other
31,mostly anything,65,berkeley,2011-11-09,other
52,,63,green brae,2012-06-23,stem
25,strictly vegetarian,64,san francisco,2012-06-25,other
44,mostly anything,65,richmond,2012-06-01,other
23,,75,san francisco,2012-05-19,other
23,,73,san rafael,2012-06-30,other
33,mostly vegetarian,70,san francisco,2012-07-01,other
19,,72,oakland,2012-03-29,other
23,anything,69,san francisco,2012-01-12,other
40,mostly vegetarian,70,berkeley,2012-07-01,other
29,mostly anything,72,san bruno,2012-03-12,other
40,kosher,71,novato,2011-12-22,other
24,anything,73,emeryville,2011-11-20,other
23,mostly other,62,berkeley,2012-06-30,other
38,anything,63,san francisco,2012-06-14,stem
54,,66,pacifica,2012-06-25,other
28,,69,pleasant hill,2012-06-30,other
22,mostly other,68,redwood city,2012-07-01,other
33,anything,64,oakland,2012-07-01,other
27,,67,san francisco,2012-07-01,other
28,,71,san francisco,2012-06-30,other
31,strictly anything,68,oakland,2012-06-28,other
27,anything,64,san francisco,2012-06-28,other
18,,69,oakland,2012-03-01,other
28,,68,san francisco,2012-06-30,other
21,mostly anything,74,san francisco,2012-06-15,other
22,mostly anything,68,san francisco,2011-08-15,other
23,anything,69,san francisco,2012-06-23,other
21,,66,san francisco,2012-05-18,other
26,mostly anything,72,san francisco,2012-03-10,stem
31,,72,san francisco,2012-03-22,other
31,,72,alameda,2012-01-10,other
29,,75,san francisco,2012-04-23,other
43,,70,san mateo,2012-05-21,other
29,,67,vallejo,2011-07-02,other
30,mostly anything,64,san francisco,2012-06-30,other
38,mostly vegetarian,63,san mateo,2012-06-30,other
28,mostly anything,59,hayward,2011-12-27,other
34,mostly vegetarian,65,mountain view,2012-06-29,stem
32,mostly anything,63,san francisco,2012-06-30,other
23,mostly anything,68,oakland,2012-06-29,other
26,,67,san francisco,2011-11-14,other
27,vegetarian,65,berkeley,2012-06-30,other
26,strictly anything,65,san francisco,2011-08-09,other
27,anything,69,san rafael,2012-06-25,other
26,,67,oakland,2012-06-29,other
32,,69,berkeley,2012-06-28,other
27,,66,emeryville,2012-05-21,other
31,,70,burlingame,2012-01-05,stem
28,,73,san francisco,2012-06-28,other
24,mostly anything,70,san francisco,2012-05-24,other
25,anything,70,san francisco,2012-06-29,other
21,mostly anything,64,san francisco,2012-06-28,other
24,,64,san francisco,2012-07-01,other
19,,67,pleasant hill,2012-06-30,other
38,,63,san francisco,2011-07-10,stem
50,mostly anything,69,san francisco,2012-06-29,other
30,mostly anything,64,san francisco,2012-05-31,other
32,mostly anything,66,oakland,2012-06-28,other
28,anything,64,berkeley,2012-01-07,other
26,,67,san leandro,2012-02-25,other
33,,63,daly city,2012-06-30,other
46,anything,66,emeryville,2012-06-30,other
25,mostly vegetarian,67,san francisco,2012-06-22,stem
19,mostly other,63,daly city,2012-06-27,other
25,,65,oakland,2011-07-07,other
42,,67,mill valley,2012-06-28,other
34,mostly vegetarian,65,san francisco,2012-06-29,other
18,strictly anything,66,martinez,2012-05-14,other
22,,65,san carlos,2012-03-12,other
30,,60,san francisco,2012-06-20,other
31,strictly anything,62,san francisco,2012-07-01,other
29,mostly anything,64,san anselmo,2012-06-25,other
20,mostly vegetarian,66,pacifica,2012-05-24,other
26,,70,san francisco,2012-06-29,other
31,mostly vegetarian,62,san francisco,2012-06-30,other
31,anything,65,san francisco,2012-03-31,other
51,mostly anything,67,san francisco,2012-06-30,other
31,mostly anything,66,oakland,2012-06-25,other
45,,63,san francisco,2012-06-22,other
31,mostly anything,67,san francisco,2012-06-25,stem
26,mostly anything,69,daly city,2012-06-29,stem
25,mostly anything,71,benicia,2012-06-29,other
23,mostly other,72,san francisco,2012-05-13,other
45,mostly anything,74,san francisco,2012-06-21,stem
28,,74,san francisco,2012-06-27,other
29,mostly anything,73,san francisco,2012-07-01,other
35,anything,67,san francisco,2012-06-20,stem
31,mostly anything,69,berkeley,2012-04-24,other
32,,61,oakland,2012-06-30,other
55,mostly vegetarian,68,san carlos,2012-07-01,other
34,,71,oakland,2012-06-28,stem
37,anything,62,san francisco,2012-06-25,other
28,mostly vegetarian,61,san francisco,2012-06-26,other
52,mostly other,67,san francisco,2012-06-13,other
22,mostly anything,74,san francisco,2012-06-30,stem
55,,74,san francisco,2012-06-30,other
20,strictly anything,69,redwood city,2012-07-01,other
45,anything,75,oakland,2012-06-30,other
67,,65,atherton,2012-06-09,other
32,,65,san francisco,2011-08-10,other
55,,69,oakland,2012-06-30,other
25,mostly anything,72,san anselmo,2012-06-30,other
43,,63,san francisco,2012-06-06,other
48,anything,70,san francisco,2012-06-30,other
28,,73,daly city,2012-07-01,other
33,,62,berkeley,2012-06-30,other
31,strictly anything,72,oakland,2012-06-28,other
23,strictly anything,71,san francisco,2012-07-01,other
22,strictly vegan,70,san francisco,2012-06-29,other
32,,62,san francisco,2012-06-25,other
32,,73,pinole,2012-07-01,other
32,mostly vegetarian,66,san francisco,2012-06-29,other
37,,66,oakland,2012-06-25,other
29,mostly anything,60,san francisco,2012-06-30,other
23,mostly anything,68,berkeley,2012-06-30,other
18,mostly kosher,63,san francisco,2012-06-15,other
30,,63,palo alto,2012-07-01,other
36,mostly anything,63,pleasant hill,2012-06-30,other
38,mostly anything,70,san francisco,2012-06-30,stem
29,other,71,belmont,2012-07-01,other
26,anything,73,san francisco,2012-06-05,other
25,,68,berkeley,2011-12-02,other
55,mostly anything,67,martinez,2011-12-02,other
28,,63,daly city,2011-08-21,other
45,,75,berkeley,2012-06-20,other
27,mostly other,70,san francisco,2012-06-30,other
37,mostly vegetarian,75,san francisco,2012-06-16,other
26,,61,palo alto,2012-06-30,other
25,,68,oakland,2011-08-07,other
26,strictly anything,74,san francisco,2012-07-01,other
29,,68,pleasant hill,2012-06-28,other
24,mostly anything,71,palo alto,2012-06-29,other
27,mostly anything,69,el cerrito,2012-06-16,other
47,,72,san francisco,2012-06-30,other
30,,72,san francisco,2012-06-26,other
30,mostly vegetarian,70,sausalito,2012-06-30,other
21,strictly anything,74,alameda,2012-06-27,other
21,mostly anything,67,oakland,2012-07-01,other
32,anything,68,san francisco,2012-06-27,other
35,,72,san francisco,2012-05-01,other
24,mostly other,73,san francisco,2012-05-17,other
21,anything,67,south san francisco,2012-04-22,other
23,anything,72,san francisco,2012-06-30,stem
27,mostly anything,68,belmont,2011-08-28,other
26,,69,hayward,2011-09-20,other
30,mostly anything,68,redwood city,2011-12-14,other
23,,72,oakland,2012-06-29,other
46,mostly anything,70,san francisco,2012-07-01,stem
27,strictly anything,64,oakland,2012-06-30,other
40,,68,albany,2012-04-05,other
39,,71,san pablo,2011-08-06,other
24,strictly anything,68,san francisco,2012-05-04,other
54,anything,61,hayward,2011-11-30,other
21,anything,75,palo alto,2012-06-23,stem
26,other,72,san francisco,2012-06-16,other
31,,69,san francisco,2012-06-29,other
29,,72,palo alto,2012-07-01,other
29,,62,oakland,2012-06-29,stem
37,,70,berkeley,2012-06-28,stem
26,strictly vegetarian,62,san francisco,2012-07-01,other
44,,69,san francisco,2012-04-09,other
53,mostly anything,77,daly city,2012-06-30,other
32,,71,castro valley,2012-06-26,stem
37,mostly anything,72,san francisco,2012-04-25,stem
23,strictly anything,72,palo alto,2012-07-01,stem
30,anything,76,oakland,2012-06-06,other
40,mostly anything,71,san francisco,2012-06-29,other
37,,72,san francisco,2012-06-22,other
22,,67,oceanview,2012-04-28,other
35,,72,san leandro,2011-07-19,other
55,,72,san leandro,2012-04-02,other
27,strictly halal,71,san francisco,2012-04-19,other
26,mostly anything,71,burlingame,2012-05-07,other
26,,72,san mateo,2012-03-21,other
49,anything,71,belvedere tiburon,2012-02-02,other
31,mostly vegetarian,65,berkeley,2012-06-29,other
36,strictly anything,73,oakland,2012-06-30,other
40,,69,san francisco,2012-06-30,other
47,mostly anything,74,san francisco,2012-01-09,stem
28,,67,berkeley,2012-05-26,stem
28,strictly anything,66,san francisco,2012-06-11,other
26,mostly anything,68,oakland,2012-05-18,other
23,mostly anything,62,berkeley,2012-06-18,other
30,,67,san francisco,2011-06-28,other
23,,67,san francisco,2012-06-29,stem
28,anything,68,san francisco,2012-06-30,other
31,strictly anything,73,san francisco,2012-06-30,other
35,anything,62,alameda,2012-06-29,other
29,mostly anything,74,south san francisco,2011-11-24,other
32,,75,san francisco,2012-06-05,other
22,,69,san mateo,2012-06-26,other
23,,72,emeryville,2012-06-30,other
39,mostly vegetarian,69,san francisco,2012-06-30,other
36,mostly anything,70,san francisco,2012-06-30,other
29,,70,san francisco,2012-06-01,stem
44,,71,san francisco,2011-12-18,other
44,strictly other,71,berkeley,2012-04-17,other
32,,68,san francisco,2012-07-01,other
39,vegetarian,72,oakland,2012-01-20,other
27,,64,san francisco,2012-06-07,other
34,,66,san francisco,2011-12-26,other
29,anything,66,oakland,2012-06-30,other
30,mostly anything,75,san mateo,2012-07-01,other
18,anything,63,mill valley,2011-12-24,other
22,strictly anything,73,berkeley,2012-06-30,other
25,anything,68,san francisco,2012-06-28,other
45,mostly anything,70,san francisco,2012-06-27,other
18,,71,daly city,2012-07-01,other
31,mostly anything,68,san francisco,2012-02-25,other
42,,60,south san francisco,2012-06-29,other
40,,74,daly city,2012-06-29,other
22,,59,san francisco,2012-07-01,other
43,anything,67,oakland,2012-06-30,other
27,,69,san francisco,2012-06-29,other
31,,68,san francisco,2012-07-01,other
32,mostly anything,72,san francisco,2012-07-01,stem
27,strictly anything,64,san francisco,2012-06-22,stem
24,strictly anything,71,hayward,2012-04-27,stem
32,,64,san francisco,2011-09-06,other
40,strictly vegetarian,68,san francisco,2012-06-29,stem
51,,64,san mateo,2012-04-13,other
34,,66,san francisco,2012-06-28,other
24,,70,san francisco,2011-12-03,other
